date,temperature
2023-01-01,0.6059596079533917
2023-01-02,0.5573145872668952
2023-01-03,0.7403454472123913
2023-01-04,0.9154252446862449
2023-01-05,1.133676011365813
2023-01-06,0.9250338013257502
2023-01-07,1.025208001452246
2023-01-08,0.8279968993015527
2023-01-09,0.9668350069740302
2023-01-10,0.8492252348001021
2023-01-11,0.5788587587160957
2023-01-12,0.27950688292171844
2023-01-13,0.36096810745093094
2023-01-14,0.49843155558242797
2023-01-15,0.6901295396294562
2023-01-16,0.7325956869762921
2023-01-17,0.7316135245172891
2023-01-18,1.0609037267053092
2023-01-19,1.059154794724649
2023-01-20,1.2146126108304156
2023-01-21,0.9706799695136783
2023-01-22,0.6779206134283182
2023-01-23,0.9243318644854478
2023-01-24,0.9057139690180187
2023-01-25,0.9788789603830611
2023-01-26,0.9091351607457284
2023-01-27,0.8278914704496498
2023-01-28,0.6064095603572043
2023-01-29,0.6032739488138544
2023-01-30,0.8271281098845552
2023-01-31,0.6258215823651351
2023-02-01,0.4603072635606542
2023-02-02,0.4509450647866715
2023-02-03,0.3513029460579806
2023-02-04,0.46989446599949536
2023-02-05,0.42031929788799577
2023-02-06,0.4347744602870001
2023-02-07,0.6197861674576609
2023-02-08,0.552329027211223
2023-02-09,0.370086439260984
2023-02-10,0.5643381031890573
2023-02-11,0.5273304387361243
2023-02-12,0.7036256499174091
2023-02-13,0.7461896255774291
2023-02-14,0.9608729557192057
2023-02-15,0.5487834190424995
2023-02-16,0.6123616309291136
2023-02-17,0.6786663029236043
2023-02-18,0.7414739284458091
2023-02-19,0.6753568405013899
2023-02-20,1.175276711722679
2023-02-21,1.3050271054379983
2023-02-22,1.2524182266340813
2023-02-23,1.0296552499265499
2023-02-24,0.901065751494683
2023-02-25,1.0349462251957597
2023-02-26,0.7264380569344216
2023-02-27,0.8786244814621945
2023-02-28,0.8436344479823474
2023-03-01,0.9477846042042528
2023-03-02,0.883874906199725
2023-03-03,0.699267177368463
2023-03-04,0.5640471975887978
2023-03-05,0.6865162029506051
2023-03-06,0.5853686407388552
2023-03-07,0.6310887167411012
2023-03-08,0.5442454809026048
2023-03-09,0.6858166951474493
2023-03-10,0.986110097289744
2023-03-11,0.7476901809236142
2023-03-12,0.5658133331649212
2023-03-13,0.53851112400809
2023-03-14,0.6077523694334112
2023-03-15,0.7869101807370508
2023-03-16,0.5301538519839872
2023-03-17,1.049334189981213
2023-03-18,1.1715107388363561
2023-03-19,0.9836813880071849
2023-03-20,0.9965582977492395
2023-03-21,0.9829853038675901
2023-03-22,1.1684582467302638
2023-03-23,1.1773895151321687
2023-03-24,1.286577106622348
2023-03-25,0.9493953641694396
2023-03-26,0.9108313721903364
2023-03-27,0.5833405979584256
2023-03-28,0.6994471229737437
2023-03-29,0.9580770111683913
2023-03-30,1.0273475990599525
2023-03-31,1.1368925987988332
2023-04-01,0.8777231745179811
2023-04-02,0.8811021085396592
2023-04-03,0.8994039920080421
2023-04-04,1.0217907426534214
2023-04-05,1.3704186027890866
2023-04-06,1.358832054553146
2023-04-07,1.6387734411004689
2023-04-08,1.585983238864139
2023-04-09,1.539148305530567
2023-04-10,1.2603847912098933
2023-04-11,1.1912202386782218
2023-04-12,1.467474526138452
2023-04-13,1.3962499558643748
2023-04-14,1.703222115265662
2023-04-15,1.5280620054227987
2023-04-16,1.4048863500961821
2023-04-17,1.6360875317329633
2023-04-18,1.421130164052345
2023-04-19,1.1806945564728817
2023-04-20,1.003764276113831
2023-04-21,1.0966185240301136
